"Id_Utilisateur","Type","Date","Mise_à_Jour","Domaine_D'activité","Branche","Niveau_D'étude","Titre_Étude","Location","Mobilité","Tarif_Journalier_Minimum","Tarif_Journalier_Maximum","Tarif_Heure_Minimum","Tarif_Heure_Maximum","Expériences","Visibilité","Pourcentage_Profil_Complété","Import_LinkedIn","Années_D'expériences","Done","Géographie"
"655ca1880972f25b9dfca6f6","expert","21/10/2023","2023-11-21T12:48:44.8829998","Industrie","Qualité","Bac5","Master ","Auxerre","Locale","250","1520","25","101","[{""date"":1221688800000,""dateEnd"":1564437600000,""company"":""MM PACKAGING FRANCE "",""job"":""RESPONSABLE HSE "",""descriptionExp"":""Gestion de la santé sécurité au travail, certification BRC, HACCP et audits internes ""},{""date"":1693605600000,""dateEnd"":1661464800000,""company"":""110 BOURGOGNE "",""job"":""CHARGE SECURITE ET ENVIRONNEMENT "",""descriptionExp"":""Gestion sécurité au travail multisites ""},{""date"":1693605600000,""dateEnd"":"""",""company"":""DYNAPALST"",""job"":""RESPONSABLE QHSE ET FONCTION CODIR "",""descriptionExp"":""gestion des domaines QHSE avec encadrement d'une équipe de 4 personnes ""}]","TRUE","1","FALSE","Entre 10 et 15 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[3.573781,47.798202]}}"
"655c60927c95b656962438c4","expert","21/10/2023","2023-11-21T07:58:01.2630000","Informatique / Télécoms","Ressources Humaines","Bac2","BTS Commerce International","Ussel, France","Régional","500","800","100","150","[{""date"":"""",""dateEnd"":"""",""company"":"""",""job"":"""",""descriptionExp"":""""}]","FALSE","75","FALSE","Entre 15 et 25 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.313835,45.548905]}}"
"655b76cc203e6a22c9ef0781","expert","20/10/2023","2023-12-01T15:15:25.3060000","Management","Direction et Administration","Bac5","HEC ","Paris","International","700","2500","98","400","[{""date"":1577487600000,""dateEnd"":1700434800000,""company"":""Ipanovia"",""job"":""Dirigeant"",""descriptionExp"":""Creation d' Ipanovia et de son reseau de partenaires dans 20 pays accompagnent les entreprises de croissance, Start-up, Scale-up, le monde de la Tech et leurs investisseurs pour une internationalisation réussie.\r\nLe digital et l' expérience internationale sont au cœur de notre expertise pour porter sur de nouveaux marchés et mettre en place le développement international des entreprises\r\n                    ◦ Développement GotoMarket et globalisation des entreprises de Nouvelles Technologies, de l’Information et du Numérique\r\n                    ◦ Accompagnement de leaders du Digital et de la French Tech ""},{""date"":1204498800000,""dateEnd"":1698966000000,""company"":""Kompass International"",""job"":""Directeur general Filiales"",""descriptionExp"":""DIRECTEUR \tGENERAL Filiales Internationales \r\n\r\nManagement opérationnel des entités filialisées (P&L de 100M€/500 personnes, filiales\tde 10 à 30 personnes) e...","TRUE","1","FALSE","+ de 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.3522219,48.856614]}}"
"6555ce51203e6a22c9eefe98","expert","16/10/2023","2023-11-23T10:37:15.9290000","Édition / Communication / Information","Informatique et Cybersécurité","Bac2","DU Communication des entreprises","Montpellier, France","Nationale","500","1500","70","250","[{""date"":1680300000000,""dateEnd"":1693432800000,""company"":""Groupe Éminence"",""job"":""Développeur logiciels"",""descriptionExp"":""Sur le CRM commercial d'Eminence développé en interne pour les forces de vente françaises : \r\n- Remise à niveau de l'application (Mises à jour, gestion des dépendances)\r\n- Ajout d'une création automatisée d'un l'installeur Windows pour l'application\r\n- Mise en place des fonctionnalités multilingues\r\n- Traduction de l'interface en italien\r\n- Ajout de divers cas d'usage spécifiques aux forces de vente italiennes (Transcodifications, échelles de tailles, et autres )\r\n- Mise en place d'un service de gestion de droits utilisateurs\r\n- Améliorations de l'UI sur la sélection de références pour le panier\r\n- Résolution de bugs\r\n\r\nPlus globalement : \r\n- Emission de recommandations de bonnes pratiques \r\n- Proposition d'une roadmap chiffrée de refonte logicielle""},{""date"":1593554400000,""dateEnd"":1682892000000,""company"":""Kenpath"",""job"":""Fondateur, Développeur"",""descriptionExp...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[3.876716,43.610769]}}"
"65552a06203e6a22c9eefe21","expert","15/10/2023","2023-11-15T21:00:00.1760002","Hôtellerie / Restauration / Tourisme","Finance et Comptabilité","Bac2","DUT GEA ","Paris, ile de france , occitanie","Locale","400","1500","50","250","[{""date"":"""",""dateEnd"":"""",""company"":"""",""job"":"""",""descriptionExp"":""""}]","FALSE","92","FALSE","Entre 15 et 25 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.1450245,43.4636856]}}"
"6554dba6203e6a22c9eefdcc","expert","15/10/2023","2023-11-17T09:31:04.7160000","Commerce / Négoce / Distribution","Direction et Administration","Bac4","IHEGC","Agen,  Bordeaux , Toulouse, ","Régional","400","1500","50","250","[{""date"":1167951600000,""dateEnd"":1693519200000,""company"":""Bgascogne"",""job"":""Gerant associé"",""descriptionExp"":""Directeur Général et Commercial, membre du CODIR (création de poste). \r\nDe 2007 à 04/2017 et de 05/2017 à 09/2023: Groupe B2 et Bgascogne Agen et Luxembourg.\r\nSpécialiste de l'animation et de la satisfaction client en retail GSA/GSB pour les industriels. 6 Collaborateurs permanents, \r\njusqu'à 60 CDD. CA: de 0 à 6,2 M€. 28% marge. \r\nCréation et pilotage du plan d'action stratégique:\r\n -Commercial, marketing, organisationnel pour optimiser la performance de la structure, en suivant la bonne application\r\n      opérationnelle avec création et pilotage des ratios de performance (CRM, logistique).\r\n  -Revue commerciale avec actions de performance et optimisation de la chaîne de valeur et de l'allocation des ressources.\r\nManagement et recrutement:\r\n -Mise en place d'une politique RSE comme levier de transformation rattachée à une vision d'ESG opérationnelle,\r\n     afin d'entretenir la ...","TRUE","1","FALSE","+ de 25 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[1.444209,43.604652]}}"
"6554d84a203e6a22c9eefdc4","expert","15/10/2023","2023-11-15T14:56:22.1080000","Informatique / Télécoms","Informatique et Cybersécurité","Bac5","Titre RNCP 7 Architecte logiciel, développeurd'applications","Inconnu","Nationale","320","600","50","80","[]","TRUE","1","TRUE","Entre 5 et 10 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[5.36978,43.296482]}}"
"6554a9f6203e6a22c9eefda7","expert","15/10/2023","2023-11-22T11:50:00.2219998","Informatique / Télécoms","Informatique et Cybersécurité","Bac5","Master Of Science","Marseille, Provence-Alpes-Côte d’Azur, France","International","650","900","100","150","[{""date"":1682978400000,""dateEnd"":1696111200000,""company"":""CMA-CGM"",""job"":""Responsable programme data quality"",""descriptionExp"":""Pilotage d'un programme de mise en qualité des données stockées dans Salesforce avec comme périmètre un référentiel de 500K clients répartis sur 55 pays. Populations métiers Sales et Customer Care avec accompagnement de plus de 2000 collaborateurs.\r\n\r\nPrincipales réalisations :\r\n•\tPilotage projet\r\n•\tReprise de données des systèmes tierces\r\n•\tMise en place d'une stratégie de maintien de qualité de données sur les axes processus, outils et organisation\r\n•\tBacklog des évolutions Salesforce\r\n•\tChange management""},{""date"":1640991600000,""dateEnd"":1675119600000,""company"":""ISOCHRONIX"",""job"":""Directeur de projet"",""descriptionExp"":""Direction de projets BUILD et RUN pour des clients grands comptes basés sur les solutions Salesforce Sales et Service Cloud. Clients opérant principalement dans les secteurs du retail, tech et media. Budgets projets jusqu’à 1M€+.\r\n\r\nPrincip...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[5.36978,43.296482]}}"
"65525690203e6a22c9eefa69","expert","13/10/2023","2023-11-13T17:31:31.4710000","Services aux entreprises","Ressources Humaines","Bac5","Management des ressources humaines","Paris et périphérie","Inconnu","250","600","47","250","[{""date"":1612134000000,""dateEnd"":"""",""company"":""Cabinet de recrutement Executive Search"",""job"":""Senior Consultant Recrutement"",""descriptionExp"":""Lancement d'une nouvelle Marque au sein d'un acteur de L'intérim : Création et développement d'un nouveau courant d'affaires sur les métiers du Digital et du Conseil.\r\nAvec mon équipe de la BU Digital : Recrutement CDI & Management de transition\r\nProfils cadres stratégiques et middle""},{""date"":1472680800000,""dateEnd"":1677625200000,""company"":""Cabinet Conseil recrutement"",""job"":""Senior Consultant Recrutement "",""descriptionExp"":""Recrutement en CDI & CDD\r\nProfils cadres stratégiques et middle sur profils IT, tertiaires, business, ingénierie...""},{""date"":1409522400000,""dateEnd"":1472508000000,""company"":""Cabinet Conseil recrutement"",""job"":""Consultant recrutement "",""descriptionExp"":""Création et développement d’un portefeuille clients constitué d’acteurs du secteur privé,\r\n• Définir avec le client la stratégie de recherche, \r\n• Audit recrutement, accompagnement de...","FALSE","83","TRUE","Entre 15 et 25 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.3522219,48.856614]}}"
"6552353872811d2ae603e4a4","expert","13/10/2023","2023-11-21T09:52:51.3250000","Édition / Communication / Information","Marketing et communication","Bac5","Master en école de commerce et communication","Nantes et périphérie","Locale","350","600","45","80","[{""date"":1656626400000,""dateEnd"":"""",""company"":""Manon Bouillé"",""job"":""Rédactrice web SEO et print, Consultante communication, Formatrice"",""descriptionExp"":""🚀 Stratégie digitale : audit et préconisations pour booster la visibilité en ligne sur Google et les réseaux sociaux.\r\n\r\n✒️ Rédaction web SEO : textes SEO uniques et originaux, référencement, balises HN, meta title, meta description, content marketing, copywriting, storytelling, calendrier éditorial, etc...\r\n\r\n💻 Création de sites vitrines sur Wordpress : arborescence, maillage interne, rédaction SEO, balises alt, balises HN, meta description, sitemaps, google search console, etc...\r\n\r\n🗞️ Rédaction print : ton et contenu adaptés, affiche, dépliant, flyer, plaquette, intranet, réseaux sociaux, rapport d’activité, dossier de presse, etc...\r\n\r\n🗣️ Communication : interne, externe, institutionnelle, numérique, évènementielle, de crise. Élaboration et déploiement de stratégies et plans de communication, conseils.\r\n\r\n👩‍🎓 Formation : tra...","TRUE","1","TRUE","Entre 10 et 15 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-1.553621,47.218371]}}"
"6551fe6372811d2ae603e418","expert","13/10/2023","2023-11-15T17:19:14.3720000","Transports / Logistique","Finance et Comptabilité","Bac5","Ecole supérieure de commerce Neoma Business School (Reims), spé Finance, Contrôle de Gestion et Audit","Bordeaux, France","International","500","1500","60","250","[{""date"":1207000800000,""dateEnd"":1490997600000,""company"":""ALSTOM"",""job"":""DIRECTEUR FINANCIER"",""descriptionExp"":""Mise en place des règles de gouvernance d'une JV d'innovation dédiée au métro automatique du futur\r\nResponsable de la gestion comptable et financière (budget, contrôle de gestion)\r\nResponsable des achats, juridique\r\nReporting des subventions publiques (ADEME), \r\nGestion des projets et élaboration des business plans, suivi des dossiers de Crédit Impôt Recherche\r\nMembre du Codir""}]","TRUE","1","FALSE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.57918,44.837789]}}"
"6551d14c72811d2ae603e37c","expert","13/10/2023","2023-11-22T08:41:55.0150002","Agroalimentaire / Agriculture","Marketing et communication","Bac5","Business Développement avec le digital","Vannes, Bretagne, France","International","600","950","50","150","[{""date"":1612134000000,""dateEnd"":"""",""company"":""NumeriKiwi"",""job"":""Gérante Micro-entreprise"",""descriptionExp"":""Grâce à mon savoir-faire en marketing digital et une forte envie d'aider le développement des petites entreprises, je me suis lancée en tant que Freelance en conseil numérique. J'aime me mettre  la place du client et faciliter son parcours. Avec une stratégie personnalisée nous travaillons ensemble pour que vos prospects devient vos clients fidèles.""},{""date"":1619820000000,""dateEnd"":"""",""company"":""KESTIO - Plateforme d'Accompagnement à la Vente"",""job"":""Coach CRM // marketing digital"",""descriptionExp"":""Comment choisir votre CRM ? C'est crucial pour le développement de l'entreprise que l'outil soit bien adapté au fonctionnement interne et le processus de vente. Comment s'assurer un adhésion totale ? toutes ces questions font partie d'un questionnement important dans un projet CRM. Avec une gestion de projet et d'outils d'aide, Kestio vous aide à séléctionner LA solution le mieux adapté pour vous. La s...","TRUE","1","TRUE","Entre 10 et 15 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-2.7599022,47.65861659999999]}}"
"6551201672811d2ae603e241","expert","12/10/2023","2023-11-30T11:23:49.4660000","Informatique / Télécoms","Informatique et Cybersécurité","Bac5","Master 2 Technique d'Information et de Décision dans l'Entreprise","Bordeaux, France","Nationale","700","1000","50","250","[{""date"":1664143200000,""dateEnd"":"""",""company"":""La Banque Postale"",""job"":""Chef de projet transverse Big Data"",""descriptionExp"":""Pilotage du plan de sécurisation de la plateforme Big Data englobant 53 chantiers de stabilisation technique de la plateforme, de mise en place et d’industrialisation de processus\r\n- Définition des objectifs de chaque chantier, des métriques de mesure de succès et de la roadmap globale \r\n- Définition et mise en œuvre de processus d’industrialisation de projets (RGPD, Data Science)\r\n- Coordination de 5 squads MOE Big Data (animation des ateliers de cadrage, des comités de suivi)\r\n- Reporting (justification des coûts, analyse et pilotage des risques)""},{""date"":1522015200000,""dateEnd"":1660860000000,""company"":""Betclic"",""job"":""Product Manager"",""descriptionExp"":""En charge de l’accès à l’offre Betclic, depuis la création du compte jusqu’à la « bascule dans le Game » \r\n- Discovery et Benchmark\r\n- Définition de la vision produit, de la roadmap à 1 an et de la stratégie de jeu re...","TRUE","1","FALSE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.57918,44.837789]}}"
